Date,Adj Close
2012-07-24,33.150002
2012-07-25,33.209999
2012-07-26,33.41
2012-07-27,33.669998
2012-07-30,33.450001
2012-07-31,32.68
2012-08-01,33.169998
2012-08-02,32.599998
2012-08-03,34.07
2012-08-06,34.419998
2012-08-07,34.91
2012-08-08,34.869999
2012-08-09,34.93
2012-08-10,34.849998
2012-08-13,34.66
2012-08-14,34.919998
2012-08-15,35.189999
2012-08-16,35.560001
2012-08-17,35.950001
2012-08-20,35.830002
2012-08-21,35.98
2012-08-22,36.220001
2012-08-23,35.759998
2012-08-24,35.68
2012-08-27,35.610001
2012-08-28,35.790001
2012-08-29,35.380001
2012-08-30,35.259998
2012-08-31,35.889999
2012-09-04,35.509998
2012-09-05,35.57
2012-09-06,35.23
2012-09-07,35.880001
2012-09-10,35.849998
2012-09-11,36.110001
2012-09-12,36.040001
2012-09-13,36.509998
2012-09-14,36.84
2012-09-17,35.75
2012-09-18,35.57
2012-09-19,34.119999
2012-09-20,34.509998
2012-09-21,34.490002
2012-09-24,34.09
2012-09-25,33.75
2012-09-26,33.34
2012-09-27,34.150002
2012-09-28,34.119999
2012-10-01,34.25
2012-10-02,34.02
2012-10-03,32.610001
2012-10-04,33.939999
2012-10-05,33.349998
2012-10-08,33.220001
2012-10-09,34.18
2012-10-10,33.84
2012-10-11,34.290001
2012-10-12,34
2012-10-15,34
2012-10-16,34.130001
2012-10-17,34.099998
2012-10-18,34.07
2012-10-19,33.34
2012-10-22,32.900002
2012-10-23,31.969999
2012-10-24,31.629999
2012-10-25,31.780001
2012-10-26,31.790001
2012-10-31,31.780001
2012-11-01,32.060001
2012-11-02,31.35
2012-11-05,31.610001
2012-11-06,32.560001
2012-11-07,31.209999
2012-11-08,31.299999
2012-11-09,31.73
2012-11-12,31.59
2012-11-13,31.41
2012-11-14,31.77
2012-11-15,31.49
2012-11-16,31.93
2012-11-19,32.669998
2012-11-20,31.950001
2012-11-21,32.119999
2012-11-23,32.32
2012-11-26,32.189999
2012-11-27,31.98
2012-11-28,31.790001
2012-11-29,32.169998
2012-11-30,32.560001
2012-12-03,32.599998
2012-12-04,32.400002
2012-12-05,32.220001
2012-12-06,31.66
2012-12-07,31.530001
2012-12-10,31.389999
2012-12-11,31.469999
2012-12-12,31.780001
2012-12-13,31.58
2012-12-14,31.809999
2012-12-17,32.009998
2012-12-18,32.18
2012-12-19,32.669998
2012-12-20,32.73
2012-12-21,32.360001
2012-12-24,32.240002
2012-12-26,33.150002
2012-12-27,33.189999
2012-12-28,33.040001
2012-12-31,33.369999
2013-01-02,33.82
2013-01-03,33.740002
2013-01-04,33.880001
2013-01-07,33.919998
2013-01-08,33.959999
2013-01-09,33.880001
2013-01-10,34.169998
2013-01-11,34.060001
2013-01-14,34.279999
2013-01-15,33.990002
2013-01-16,34.279999
2013-01-17,34.669998
2013-01-18,34.77
2013-01-22,35.009998
2013-01-23,34.610001
2013-01-24,34.759998
2013-01-25,34.779999
2013-01-28,34.939999
2013-01-29,35.290001
2013-01-30,35.490002
2013-01-31,35.279999
2013-02-01,35.349998
2013-02-04,34.779999
2013-02-05,35.029999
2013-02-06,35.040001
2013-02-07,34.68
2013-02-08,34.700001
2013-02-11,35.119999
2013-02-12,35.279999
2013-02-13,35.189999
2013-02-14,35.27
2013-02-15,34.720001
2013-02-19,34.959999
2013-02-20,34.169998
2013-02-21,33.43
2013-02-22,33.599998
2013-02-25,33.209999
2013-02-26,33.330002
2013-02-27,33.400002
2013-02-28,33.060001
2013-03-01,32.740002
2013-03-04,32.400002
2013-03-05,32.689999
2013-03-06,32.540001
2013-03-07,32.939999
2013-03-08,33.049999
2013-03-11,33.040001
2013-03-12,33.259998
2013-03-13,33.189999
2013-03-14,33.419998
2013-03-15,33.599998
2013-03-18,33.650002
2013-03-19,33.07
2013-03-20,33.450001
2013-03-21,33.049999
2013-03-22,33.610001
2013-03-25,33.849998
2013-03-26,34.450001
2013-03-27,34.549999
2013-03-28,34.75
2013-04-01,34.68
2013-04-02,34.650002
2013-04-03,33.759998
2013-04-04,33.389999
2013-04-05,33.279999
2013-04-08,33.490002
2013-04-09,33.639999
2013-04-10,33.830002
2013-04-11,33.459999
2013-04-12,32.529999
2013-04-15,31.49
2013-04-16,31.76
2013-04-17,31.01
2013-04-18,31.639999
2013-04-19,31.389999
2013-04-22,31.82
2013-04-23,31.860001
2013-04-24,32.66
2013-04-25,33.25
2013-04-26,33.119999
2013-04-29,33.610001
2013-04-30,33.16
2013-05-01,32.389999
2013-05-02,33.490002
2013-05-03,34.009998
2013-05-06,34.139999
2013-05-07,34.009998
2013-05-08,34.400002
2013-05-09,34.169998
2013-05-10,34.139999
2013-05-13,33.860001
2013-05-14,33.560001
2013-05-15,33.610001
2013-05-16,33.869999
2013-05-17,34.209999
2013-05-20,34.439999
2013-05-21,34.110001
2013-05-22,33.459999
2013-05-23,33.540001
2013-05-24,33.369999
2013-05-28,33.790001
2013-05-29,33.099998
2013-05-30,33.25
2013-05-31,32.610001
2013-06-03,33.16
2013-06-04,33.200001
2013-06-05,33.259998
2013-06-06,33.619999
2013-06-07,34.16
2013-06-10,34
2013-06-11,33.790001
2013-06-12,34.029999
2013-06-13,34.330002
2013-06-14,34.740002
2013-06-17,34.759998
2013-06-18,34.959999
2013-06-19,34.779999
2013-06-20,33.630001
2013-06-21,33.23
2013-06-24,33.639999
2013-06-25,33.740002
2013-06-26,33.799999
2013-06-27,34.330002
2013-06-28,34.18
2013-07-01,34.669998
2013-07-02,35.209999
2013-07-03,35.84
2013-07-05,36.560001
2013-07-08,36.41
2013-07-09,36.77
2013-07-10,37.43
2013-07-11,37.009998
2013-07-12,37.560001
2013-07-15,37.669998
2013-07-16,37.48
2013-07-17,37.799999
2013-07-18,38.34
2013-07-19,38.450001
2013-07-22,37.919998
2013-07-23,38.09
2013-07-24,37.400002
2013-07-25,37.580002
2013-07-26,37.209999
2013-07-29,37.130001
2013-07-30,36.669998
2013-07-31,37.360001
2013-08-01,38.27
2013-08-02,37.939999
2013-08-05,37.830002
2013-08-06,37.459999
2013-08-07,37.009998
2013-08-08,36.84
2013-08-09,37.59
2013-08-12,37.759998
2013-08-13,37.900002
2013-08-14,38.09
2013-08-15,38.240002
2013-08-16,38.400002
2013-08-19,38.169998
2013-08-20,37.52
2013-08-21,37.169998
2013-08-22,37.540001
2013-08-23,37.950001
2013-08-26,37.959999
2013-08-27,38.869999
2013-08-28,39.080002
2013-08-29,38.580002
2013-08-30,38.48
2013-09-03,38.759998
2013-09-04,38.34
2013-09-05,38.689999
2013-09-06,39.360001
2013-09-09,38.939999
2013-09-10,38.34
2013-09-11,38.48
2013-09-12,38.869999
2013-09-13,38.849998
2013-09-16,38.110001
2013-09-17,37.740002
2013-09-18,38.68
2013-09-19,38.080002
2013-09-20,37.77
2013-09-23,37.27
2013-09-24,37.220001
2013-09-25,36.880001
2013-09-26,37.080002
2013-09-27,36.959999
2013-09-30,36.849998
2013-10-01,36.68
2013-10-02,37.419998
2013-10-03,37.139999
2013-10-04,37.310001
2013-10-07,37.139999
2013-10-08,37.310001
2013-10-09,36.549999
2013-10-10,37.099998
2013-10-11,36.75
2013-10-14,36.869999
2013-10-15,36.470001
2013-10-16,36.919998
2013-10-17,36.380001
2013-10-18,36.450001
2013-10-21,35.939999
2013-10-22,35.41
2013-10-23,34.950001
2013-10-24,34.990002
2013-10-25,35.32
2013-10-28,35.549999
2013-10-29,35.41
2013-10-30,34.849998
2013-10-31,34.689999
2013-11-01,34.130001
2013-11-04,34.040001
2013-11-05,33.669998
2013-11-06,34.189999
2013-11-07,33.970001
2013-11-08,34.009998
2013-11-11,34.259998
2013-11-12,33.639999
2013-11-13,33.900002
2013-11-14,33.93
2013-11-15,33.880001
2013-11-18,33.619999
2013-11-19,33.720001
2013-11-20,33.630001
2013-11-21,34.169998
2013-11-22,34.040001
2013-11-25,33.82
2013-11-26,33.689999
2013-11-27,33.189999
2013-11-29,33.459999
2013-12-02,33.68
2013-12-03,34.509998
2013-12-04,34.880001
2013-12-05,34.93
2013-12-06,35.049999
2013-12-09,34.91
2013-12-10,35.310001
2013-12-11,34.98
2013-12-12,34.970001
2013-12-13,34.639999
2013-12-16,34.939999
2013-12-17,34.869999
2013-12-18,35.029999
2013-12-19,35.32
2013-12-20,35.48
2013-12-23,35.360001
2013-12-24,35.490002
2013-12-26,35.650002
2013-12-27,35.84
2013-12-30,35.529999
2013-12-31,35.32
2014-01-02,34.23
2014-01-03,33.75
2014-01-06,33.57
2014-01-07,33.580002
2014-01-08,33.16
2014-01-09,33.080002
2014-01-10,33.189999
2014-01-13,32.810001
2014-01-14,33.040001
2014-01-15,33.77
2014-01-16,33.650002
2014-01-17,33.689999
2014-01-21,33.990002
2014-01-22,34.560001
2014-01-23,34.720001
2014-01-24,34.580002
2014-01-27,34.23
2014-01-28,34.689999
2014-01-29,34.73
2014-01-30,34.950001
2014-01-31,34.799999
2014-02-03,34.52
2014-02-04,34.740002
2014-02-05,34.709999
2014-02-06,34.900002
2014-02-07,35.639999
2014-02-10,35.630001
2014-02-11,35.639999
2014-02-12,35.799999
2014-02-13,35.869999
2014-02-14,35.91
2014-02-18,36.66
2014-02-19,36.900002
2014-02-20,36.880001
2014-02-21,36.689999
2014-02-24,36.790001
2014-02-25,36.59
2014-02-26,36.75
2014-02-27,36.689999
2014-02-28,36.740002
2014-03-03,37.52
2014-03-04,37.060001
2014-03-05,36.240002
2014-03-06,36.57
2014-03-07,36.779999
2014-03-10,36.299999
2014-03-11,35.810001
2014-03-12,35.349998
2014-03-13,35.34
2014-03-14,35.529999
2014-03-17,35.150002
2014-03-18,35.580002
2014-03-19,35.709999
2014-03-20,35.580002
2014-03-21,35.84
2014-03-24,35.82
2014-03-25,35.77
2014-03-26,36.09
2014-03-27,36.5
2014-03-28,36.619999
2014-03-31,36.59
2014-04-01,35.830002
2014-04-02,35.799999
2014-04-03,36.139999
2014-04-04,36.43
2014-04-07,36.279999
2014-04-08,36.900002
2014-04-09,37.220001
2014-04-10,37.200001
2014-04-11,37.18
2014-04-14,37.380001
2014-04-15,37.389999
2014-04-16,37.48
2014-04-17,37.66
2014-04-21,37.639999
2014-04-22,37
2014-04-23,36.91
2014-04-24,37.049999
2014-04-25,36.599998
2014-04-28,36.709999
2014-04-29,36.720001
2014-04-30,36.32
2014-05-01,36.16
2014-05-02,36.290001
2014-05-05,36.139999
2014-05-06,36.189999
2014-05-07,36.599998
2014-05-08,36.490002
2014-05-09,36.400002
2014-05-12,36.59
2014-05-13,37.040001
2014-05-14,37.18
2014-05-15,37.040001
2014-05-16,37.23
2014-05-19,37.380001
2014-05-20,37.52
2014-05-21,37.98
2014-05-22,38.009998
2014-05-23,38.18
2014-05-27,38.139999
2014-05-28,37.68
2014-05-29,37.91
2014-05-30,37.68
2014-06-02,37.529999
2014-06-03,37.639999
2014-06-04,37.509998
2014-06-05,37.549999
2014-06-06,37.610001
2014-06-09,38.18
2014-06-10,38.279999
2014-06-11,38.25
2014-06-12,39.080002
2014-06-13,39.119999
2014-06-16,39.169998
2014-06-17,38.990002
2014-06-18,39.009998
2014-06-19,39.130001
2014-06-20,39.32
2014-06-23,39.16
2014-06-24,39.09
2014-06-25,39.290001
2014-06-26,38.970001
2014-06-27,38.98
2014-06-30,38.880001
2014-07-01,38.860001
2014-07-02,38.400002
2014-07-03,38.25
2014-07-07,38.169998
2014-07-08,38.18
2014-07-09,37.689999
2014-07-10,37.900002
2014-07-11,37.16
2014-07-14,37.32
2014-07-15,36.880001
2014-07-16,37.310001
2014-07-17,37.830002
2014-07-18,37.720001
2014-07-21,38.099998
2014-07-22,37.950001
2014-07-23,38.16
2014-07-24,37.82
2014-07-25,37.77
2014-07-28,37.639999
2014-07-29,37.389999
2014-07-30,36.919998
2014-07-31,36.32
2014-08-01,36.189999
2014-08-04,36.48
2014-08-05,36.16
2014-08-06,35.950001
2014-08-07,36.16
2014-08-08,36.119999
2014-08-11,36.220001
2014-08-12,35.990002
2014-08-13,36.02
2014-08-14,35.110001
2014-08-15,35.439999
2014-08-18,35.060001
2014-08-19,34.709999
2014-08-20,34.860001
2014-08-21,35.09
2014-08-22,34.959999
2014-08-25,34.869999
2014-08-26,35.040001
2014-08-27,35.029999
2014-08-28,35.32
2014-08-29,35.759998
2014-09-02,34.790001
2014-09-03,35.549999
2014-09-04,35.299999
2014-09-05,34.900002
2014-09-08,34.700001
2014-09-09,34.619999
2014-09-10,34.259998
2014-09-11,34.689999
2014-09-12,34.380001
2014-09-15,34.560001
2014-09-16,35.25
2014-09-17,35.009998
2014-09-18,34.619999
2014-09-19,34.57
2014-09-22,34.189999
2014-09-23,34.439999
2014-09-24,35
2014-09-25,34.830002
2014-09-26,35.16
2014-09-29,35.52
2014-09-30,34.41
2014-10-01,34.150002
2014-10-02,34.369999
